user_id,tenant_label,match_rank,match_user_id,match_tenant_label,compatibility_score,top_drivers,explanation_short,explanation_long,top_driver_values
9,Tenant_009,4,59,Tenant_059,76.43,"noise_tolerance(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10); routine_structure(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Noise tolerance, Privacy need, Routine structure.","Tenant_009 matches well with Tenant_059 (score 76.43%). Top drivers: Noise tolerance, Privacy need, Routine structure. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 1 vs 1 (similarity, 1.00) | privacy_need: 5 vs 5 (similarity, 1.00) | routine_structure: 2 vs 2 (similarity, 1.00)"
9,Tenant_009,5,35,Tenant_035,75.95,"routine_structure(mode=similarity, score=1.00, w=1.00); noise_tolerance(mode=similarity, score=0.75, w=1.30); conflict_style(mode=similarity, score=1.00, w=0.90)","High compatibility driven by Routine structure, Noise tolerance, Conflict style.","Tenant_009 matches well with Tenant_035 (score 75.95%). Top drivers: Routine structure, Noise tolerance, Conflict style. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","routine_structure: 2 vs 2 (similarity, 1.00) | noise_tolerance: 1 vs 2 (similarity, 0.75) | conflict_style: 5 vs 5 (similarity, 1.00)"
10,Tenant_010,1,205,Tenant_205,85.48,"noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); privacy_need(mode=similarity, score=1.00, w=1.10)","High compatibility driven by Noise tolerance, Sleep schedule, Privacy need.","Tenant_010 matches well with Tenant_205 (score 85.48%). Top drivers: Noise tolerance, Sleep schedule, Privacy need. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 3 vs 3 (similarity, 1.00) | sleep_schedule: 5 vs 5 (similarity, 1.00) | privacy_need: 3 vs 3 (similarity, 1.00)"
10,Tenant_010,2,155,Tenant_155,84.29,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20)","High compatibility driven by Cleanliness level, Noise tolerance, Sleep schedule.","Tenant_010 matches well with Tenant_155 (score 84.29%). Top drivers: Cleanliness level, Noise tolerance, Sleep schedule. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 5 vs 5 (similarity, 1.00) | noise_tolerance: 3 vs 3 (similarity, 1.00) | sleep_schedule: 5 vs 5 (similarity, 1.00)"
10,Tenant_010,3,52,Tenant_052,84.05,"cleanliness_level(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); routine_structure(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Sleep schedule, Routine structure.","Tenant_010 matches well with Tenant_052 (score 84.05%). Top drivers: Cleanliness level, Sleep schedule, Routine structure. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 5 vs 5 (similarity, 1.00) | sleep_schedule: 5 vs 5 (similarity, 1.00) | routine_structure: 5 vs 5 (similarity, 1.00)"
10,Tenant_010,4,245,Tenant_245,81.67,"cleanliness_level(mode=similarity, score=1.00, w=1.30); routine_structure(mode=similarity, score=1.00, w=1.00); sociability_level(mode=complementarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Routine structure, Sociability level.","Tenant_010 matches well with Tenant_245 (score 81.67%). Top drivers: Cleanliness level, Routine structure, Sociability level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 5 vs 5 (similarity, 1.00) | routine_structure: 5 vs 5 (similarity, 1.00) | sociability_level: 2 vs 4 (complementarity, 1.00)"
10,Tenant_010,5,111,Tenant_111,81.43,"cleanliness_level(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10); routine_structure(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Privacy need, Routine structure.","Tenant_010 matches well with Tenant_111 (score 81.43%). Top drivers: Cleanliness level, Privacy need, Routine structure. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 5 vs 5 (similarity, 1.00) | privacy_need: 3 vs 3 (similarity, 1.00) | routine_structure: 5 vs 5 (similarity, 1.00)"
11,Tenant_011,1,90,Tenant_090,89.29,"cleanliness_level(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); privacy_need(mode=similarity, score=1.00, w=1.10)","High compatibility driven by Cleanliness level, Sleep schedule, Privacy need.","Tenant_011 matches well with Tenant_090 (score 89.29%). Top drivers: Cleanliness level, Sleep schedule, Privacy need. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 5 vs 5 (similarity, 1.00) | sleep_schedule: 4 vs 4 (similarity, 1.00) | privacy_need: 4 vs 4 (similarity, 1.00)"
11,Tenant_011,2,2,Tenant_002,86.9,"cleanliness_level(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); privacy_need(mode=similarity, score=1.00, w=1.10)","High compatibility driven by Cleanliness level, Sleep schedule, Privacy need.","Tenant_011 matches well with Tenant_002 (score 86.90%). Top drivers: Cleanliness level, Sleep schedule, Privacy need. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 5 vs 5 (similarity, 1.00) | sleep_schedule: 4 vs 4 (similarity, 1.00) | privacy_need: 4 vs 4 (similarity, 1.00)"
11,Tenant_011,3,245,Tenant_245,85.71,"cleanliness_level(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10); routine_structure(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Privacy need, Routine structure.","Tenant_011 matches well with Tenant_245 (score 85.71%). Top drivers: Cleanliness level, Privacy need, Routine structure. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 5 vs 5 (similarity, 1.00) | privacy_need: 4 vs 4 (similarity, 1.00) | routine_structure: 5 vs 5 (similarity, 1.00)"
11,Tenant_011,4,182,Tenant_182,82.86,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20)","High compatibility driven by Cleanliness level, Noise tolerance, Sleep schedule.","Tenant_011 matches well with Tenant_182 (score 82.86%). Top drivers: Cleanliness level, Noise tolerance, Sleep schedule. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 5 vs 5 (similarity, 1.00) | noise_tolerance: 4 vs 4 (similarity, 1.00) | sleep_schedule: 4 vs 4 (similarity, 1.00)"
11,Tenant_011,5,214,Tenant_214,81.9,"sleep_schedule(mode=similarity, score=1.00, w=1.20); routine_structure(mode=similarity, score=1.00, w=1.00); cleanliness_level(mode=similarity, score=0.75, w=1.30)","High compatibility driven by Sleep schedule, Routine structure, Cleanliness level.","Tenant_011 matches well with Tenant_214 (score 81.90%). Top drivers: Sleep schedule, Routine structure, Cleanliness level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","sleep_schedule: 4 vs 4 (similarity, 1.00) | routine_structure: 5 vs 5 (similarity, 1.00) | cleanliness_level: 5 vs 4 (similarity, 0.75)"
12,Tenant_012,1,262,Tenant_262,86.43,"noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); sociability_level(mode=complementarity, score=1.00, w=1.00)","High compatibility driven by Noise tolerance, Sleep schedule, Sociability level.","Tenant_012 matches well with Tenant_262 (score 86.43%). Top drivers: Noise tolerance, Sleep schedule, Sociability level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 5 vs 5 (similarity, 1.00) | sleep_schedule: 3 vs 3 (similarity, 1.00) | sociability_level: 5 vs 1 (complementarity, 1.00)"
12,Tenant_012,2,65,Tenant_065,81.9,"cleanliness_level(mode=similarity, score=1.00, w=1.30); sociability_level(mode=complementarity, score=1.00, w=1.00); noise_tolerance(mode=similarity, score=0.75, w=1.30)","High compatibility driven by Cleanliness level, Sociability level, Noise tolerance.","Tenant_012 matches well with Tenant_065 (score 81.90%). Top drivers: Cleanliness level, Sociability level, Noise tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 3 vs 3 (similarity, 1.00) | sociability_level: 5 vs 1 (complementarity, 1.00) | noise_tolerance: 5 vs 4 (similarity, 0.75)"
12,Tenant_012,3,179,Tenant_179,80.48,"noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); cleanliness_level(mode=similarity, score=0.75, w=1.30)","High compatibility driven by Noise tolerance, Sleep schedule, Cleanliness level.","Tenant_012 matches well with Tenant_179 (score 80.48%). Top drivers: Noise tolerance, Sleep schedule, Cleanliness level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 5 vs 5 (similarity, 1.00) | sleep_schedule: 3 vs 3 (similarity, 1.00) | cleanliness_level: 3 vs 2 (similarity, 0.75)"
12,Tenant_012,4,43,Tenant_043,79.52,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10)","High compatibility driven by Cleanliness level, Noise tolerance, Privacy need.","Tenant_012 matches well with Tenant_043 (score 79.52%). Top drivers: Cleanliness level, Noise tolerance, Privacy need. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 3 vs 3 (similarity, 1.00) | noise_tolerance: 5 vs 5 (similarity, 1.00) | privacy_need: 4 vs 4 (similarity, 1.00)"
12,Tenant_012,5,159,Tenant_159,79.52,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); routine_structure(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Noise tolerance, Routine structure.","Tenant_012 matches well with Tenant_159 (score 79.52%). Top drivers: Cleanliness level, Noise tolerance, Routine structure. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 3 vs 3 (similarity, 1.00) | noise_tolerance: 5 vs 5 (similarity, 1.00) | routine_structure: 2 vs 2 (similarity, 1.00)"
13,Tenant_013,1,159,Tenant_159,85.71,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20)","High compatibility driven by Cleanliness level, Noise tolerance, Sleep schedule.","Tenant_013 matches well with Tenant_159 (score 85.71%). Top drivers: Cleanliness level, Noise tolerance, Sleep schedule. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 3 vs 3 (similarity, 1.00) | noise_tolerance: 5 vs 5 (similarity, 1.00) | sleep_schedule: 4 vs 4 (similarity, 1.00)"
13,Tenant_013,2,122,Tenant_122,82.86,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10)","High compatibility driven by Cleanliness level, Noise tolerance, Privacy need.","Tenant_013 matches well with Tenant_122 (score 82.86%). Top drivers: Cleanliness level, Noise tolerance, Privacy need. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 3 vs 3 (similarity, 1.00) | noise_tolerance: 5 vs 5 (similarity, 1.00) | privacy_need: 4 vs 4 (similarity, 1.00)"
13,Tenant_013,3,260,Tenant_260,81.9,"privacy_need(mode=similarity, score=1.00, w=1.10); sociability_level(mode=complementarity, score=1.00, w=1.00); guest_tolerance(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Privacy need, Sociability level, Guest tolerance.","Tenant_013 matches well with Tenant_260 (score 81.90%). Top drivers: Privacy need, Sociability level, Guest tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","privacy_need: 4 vs 4 (similarity, 1.00) | sociability_level: 5 vs 1 (complementarity, 1.00) | guest_tolerance: 1 vs 1 (similarity, 1.00)"
13,Tenant_013,4,43,Tenant_043,77.62,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20)","High compatibility driven by Cleanliness level, Noise tolerance, Sleep schedule.","Tenant_013 matches well with Tenant_043 (score 77.62%). Top drivers: Cleanliness level, Noise tolerance, Sleep schedule. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 3 vs 3 (similarity, 1.00) | noise_tolerance: 5 vs 5 (similarity, 1.00) | sleep_schedule: 4 vs 4 (similarity, 1.00)"
13,Tenant_013,5,14,Tenant_014,76.9,"privacy_need(mode=similarity, score=1.00, w=1.10); guest_tolerance(mode=similarity, score=1.00, w=1.00); conflict_style(mode=similarity, score=1.00, w=0.90)","High compatibility driven by Privacy need, Guest tolerance, Conflict style.","Tenant_013 matches well with Tenant_014 (score 76.90%). Top drivers: Privacy need, Guest tolerance, Conflict style. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","privacy_need: 4 vs 4 (similarity, 1.00) | guest_tolerance: 1 vs 1 (similarity, 1.00) | conflict_style: 5 vs 5 (similarity, 1.00)"
14,Tenant_014,1,209,Tenant_209,84.76,"noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); guest_tolerance(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Noise tolerance, Sleep schedule, Guest tolerance.","Tenant_014 matches well with Tenant_209 (score 84.76%). Top drivers: Noise tolerance, Sleep schedule, Guest tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 2 vs 2 (similarity, 1.00) | sleep_schedule: 3 vs 3 (similarity, 1.00) | guest_tolerance: 1 vs 1 (similarity, 1.00)"
14,Tenant_014,2,131,Tenant_131,82.62,"noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); routine_structure(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Noise tolerance, Sleep schedule, Routine structure.","Tenant_014 matches well with Tenant_131 (score 82.62%). Top drivers: Noise tolerance, Sleep schedule, Routine structure. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 2 vs 2 (similarity, 1.00) | sleep_schedule: 3 vs 3 (similarity, 1.00) | routine_structure: 2 vs 2 (similarity, 1.00)"
